track name=bed_data.bed description="./bed_data.bed, FDR=.15" itemRgb="On"
chr1	3000047	3000055	ibyhoyfslz
chr1	3000052	3000057	lslgfjhsit
chr1	3000055	3000058	vifmuicdqc
chr1	3000061	3000067	naahwiptdn
chr1	3000069	3000077	dpkbgebofk
chr1	3000079	3000089	yndxypenqq
chr1	3000089	3000099	tyttlgrgpv
chr1	3000091	3000093	dhgboxsias
chr1	3000099	3000107	gvrajyhhrg
chr1	3000108	3000117	hwkpgcjpko
chr1	3000111	3000114	uqkflveygm
chr1	3000113	3000115	xzgghexzrm
chr1	3000115	3000117	kjmkjowwxw
chr1	3000116	3000117	ikgmrmudvr
chr1	3000126	3000136	qskpfexlql
chr1	3000136	3000146	cddcnqcqrn
chr1	3000137	3000138	vvhjknkquj
chr1	3000141	3000145	sffhwjcjlj
chr1	3000145	3000149	irwxkvrjbn
chr1	3000147	3000149	msbqhuzwku
chr1	3000152	3000157	noboofesxi
chr1	3000158	3000164	twsobzexyq
chr1	3000168	3000178	lkkzwkmpxy
chr1	3000171	3000174	gsdwtmfudf
chr1	3000174	3000177	lfvkbcgyid
chr1	3000175	3000176	yarixrgzss
chr1	3000184	3000193	tuoinbiide
chr1	3000188	3000192	hwxnjcddsh
chr1	3000194	3000200	tgdhfcohgb
chr1	3000197	3000200	cmxtmjusyg
chr1	3000205	3000213	xsecadgnuo
chr1	3000207	3000209	gxznwnfmmj
chr1	3000214	3000221	mtkneewxmi
chr1	3000224	3000234	fkgopmvctc
chr1	3000226	3000228	oxyzaqtgja
chr1	3000235	3000244	uetdpqounw
chr1	3000241	3000247	wozjvhcvlm
chr1	3000248	3000255	zetteqbdck
chr1	3000255	3000262	nmuidxvyhj
chr1	3000258	3000261	jydomnmher
chr1	3000266	3000274	hydpakrhkh
chr1	3000267	3000268	ukvqkjvwpz
chr1	3000271	3000275	jijdnjnmcg
chr1	3000274	3000277	kcywuhvubu
chr1	3000277	3000280	kcgnnwaxzj
chr1	3000280	3000283	vtvwsmzqlx
chr1	3000284	3000288	mifgvfvres
chr1	3000288	3000292	hisuxudldm
chr1	3000295	3000302	prrzohymkl
chr1	3000305	3000315	mycbfnvmvk
chr1	3000315	3000325	zlpfsebtbs
chr1	3000318	3000321	myfayxykuv
chr1	3000321	3000324	vlecxahqon
chr1	3000330	3000339	cbegvqndyq
chr1	3000337	3000344	wohavruqhd
chr1	3000340	3000343	zeanvawoxw
chr1	3000346	3000352	vfudlhxpco
chr1	3000349	3000352	nxabzbhlpy
chr1	3000355	3000361	musbhhtrbb
chr1	3000361	3000367	fmcogkidoi
chr1	3000362	3000363	gjyndnlnrj
chr1	3000368	3000374	sbqgufznyt
chr1	3000375	3000382	awtoyagrlv
chr1	3000384	3000393	rmjadxoyys
chr1	3000386	3000388	vpsmhlcwre
chr1	3000393	3000400	ovesxlojwd
chr1	3000403	3000413	zvuvuukqxp
chr1	3000409	3000415	sdjlqgmafc
chr1	3000411	3000413	uzlmcqnxlo
chr1	3000421	3000431	zcqauiopiw
chr1	3000423	3000425	rbceqkkebz
chr1	3000424	3000425	qfofayewvl
chr1	3000434	3000444	hapzplwcfx
chr1	3000443	3000452	kiiicqbqfn
chr1	3000444	3000445	mffzwrqkns
chr1	3000450	3000456	uufzdbgquv
chr1	3000451	3000452	cuhutbiluh
chr1	3000458	3000465	aaybqtxora
chr1	3000467	3000476	jzphipudtr
chr1	3000471	3000475	yugrlrukje
chr1	3000474	3000477	rktbeqdmoy
chr1	3000481	3000488	wjqhvbdkca
chr1	3000490	3000499	wbbgzjhnfq
chr1	3000497	3000504	elckacslto
chr1	3000501	3000505	ihsqmdahrs
chr1	3000508	3000515	dtjevnuzma
chr1	3000516	3000524	ktnhwtzaml
chr1	3000522	3000528	xonzcokgtg
chr1	3000529	3000536	gewpsfgogz
chr1	3000532	3000535	uvisdcqfhj
chr1	3000540	3000548	weswruvimy
chr1	3000543	3000546	fzickpwybe
chr1	3000547	3000551	kefwmyeypz
chr1	3000553	3000559	jmppzplvmc
chr1	3000561	3000569	qskgmhdsfj
chr1	3000562	3000563	xqcluidovw
chr1	3000569	3000576	wpnuictbuh
chr1	3000571	3000573	gmcccntzxm
chr1	3000578	3000585	hwdoqabdmd
chr1	3000588	3000598	ozfpjwedbs
chr1	3000592	3000596	oqdncjqmjk
chr1	3000593	3000594	ifmhtcerul
chr1	3000599	3000605	zfxivkzzut
chr1	3000603	3000607	cxaafbndsg
chr1	3000610	3000617	zubfdwdjsx
chr1	3000613	3000616	bkaebbghoj
chr1	3000618	3000623	vxqlcukqco
chr1	3000622	3000626	tflyfbayje
chr1	3000629	3000636	obkfxkkolf
chr1	3000637	3000645	cynzrsbmne
chr1	3000640	3000643	slmatrqvgi
chr1	3000642	3000644	bcnijejtfz
chr1	3000650	3000658	qwpxaiuquk
chr1	3000654	3000658	epvvcxryxz
chr1	3000658	3000662	rxapaagmci
chr1	3000660	3000662	fodojmjhwd
chr1	3000662	3000664	qtbszspgkg
chr1	3000664	3000666	khxfdvpeci
chr1	3000673	3000682	vixzyusscb
chr1	3000681	3000689	ndqywkvewc
chr1	3000686	3000691	dikhetolfu
chr1	3000688	3000690	iagrxwoqxp
chr1	3000691	3000694	xpfftmmfvq
chr1	3000697	3000703	dqtpseqzit
chr1	3000699	3000701	zmbbhnqdyk
chr1	3000702	3000705	fvmcyvqyzh
chr1	3000705	3000708	onwvvnuhoa
chr1	3000711	3000717	tfpzqexfif
chr1	3000715	3000719	jgcxqodcqu
chr1	3000725	3000735	xfotfkegyv
chr1	3000734	3000743	jcpdredlqa
chr1	3000739	3000744	inzzlacdei
chr1	3000748	3000757	lwpmvdjtgd
chr1	3000752	3000756	pbqxgriqxx
chr1	3000760	3000768	gntxxpavrr
chr1	3000765	3000770	iohwxvpgin
chr1	3000769	3000773	jbcvrtythn
chr1	3000778	3000787	nwwbksovhm
chr1	3000787	3000796	tzkbtngxsa
chr1	3000788	3000789	wkodytyxij
chr1	3000790	3000792	zyqqwkpgbs
chr1	3000796	3000802	otbkfcwfia
chr1	3000797	3000798	rhsilnifdl
chr1	3000799	3000801	oievwhhsvb
chr1	3000807	3000815	cqixrtjbar
chr1	3000809	3000811	ezthxfkfdn
chr1	3000817	3000825	edwlnuruxy
chr1	3000825	3000833	meyefgjrqp
chr1	3000826	3000827	rjszlipanq
chr1	3000828	3000830	bmdcyodidd
chr1	3000831	3000834	skyusxkyst
chr1	3000832	3000833	wlfpkqndin
chr1	3000838	3000844	ubkejgkyeg
chr1	3000839	3000840	xrjtuyzpin
chr1	3000845	3000851	woysvhsonn
chr1	3000848	3000851	drtmdkvzxh
chr1	3000853	3000858	fwzunjfwlr
chr1	3000856	3000859	rcocoizxsa
chr1	3000858	3000860	pdyornajdc
chr1	3000860	3000862	tlblrkabjc
chr1	3000867	3000874	dhwmbuxggk
chr1	3000870	3000873	qvfhiktuvm
chr1	3000878	3000886	witejivbyj
chr1	3000880	3000882	sdfckvofnb
chr1	3000886	3000892	zvmpsstvgr
chr1	3000894	3000902	lfnjglzmjf
chr1	3000899	3000904	pgsssgcvcz
chr1	3000902	3000905	uqxrjshpxe
